Id,Fecha,Año,Mes,Día,Día semana,Hora completa,Hora,Num víctimas,Participantes,Rol,Acusado,Victima,Sexo,Edad,Rango etario,Fecha fallecimiento,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Barrios,Xy (caba),Coordenada x,Coordenada y,Pos x,Pos y
2016-0076,2016-06-13,2016,6,13,Lunes,16:20:00,16,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,53,Entre 41-60,2016-06-13,AV SAN MARTIN Y CAMARONES,AVENIDA,SAN MARTIN AV.,CAMARONES,SAN MARTIN AV. y CAMARONES,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (100109.22264405 102851.86942760),100109.22264405,102851.8694276,-58.46210891,-34.60356211
2016-0077,2016-06-13,2016,6,13,Lunes,21:52:00,21,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,0,Menos de 20,,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL","ALEM, LEANDRO N. AV.","PERON, JUAN DOMINGO, TTE. GENERAL y ALEM, LEANDRO N. AV.",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (108532.37320501 102648.40418720),108532.37320501,102648.4041872,-58.3702777,-34.60536123
2016-0078,2016-06-13,2016,6,13,Lunes,23:01:00,23,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,30, Entre 21- 40,,AV BELGRANO Y AV JUJUY,AVENIDA,BELGRANO AV.,JUJUY AV.,BELGRANO AV. y JUJUY AV.,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105354.74322032 101621.63182427),105354.74322032,101621.63182427,-58.40491455,-34.6146383
2016-0079,2016-06-16,2016,6,16,Jueves,17:13:00,17,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,FEMENINO,51,Entre 41-60,,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,DEL LIBERTADOR AV.,"UDAONDO, GUILLERMO AV.","DEL LIBERTADOR AV. y UDAONDO, GUILLERMO AV.",Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (100757.94817512 108943.96108781),100757.94817512,108943.96108781,-58.45504154,-34.54864492
2016-0080,2016-06-18,2016,6,18,Sabado,06:42:00,6,1,AUTO-SD,CONDUCTOR,SD,AUTO,MASCULINO,60,Entre 61-80,,AV GRAL PAZ Y AV RIVADAVIA,GRAL PAZ,"PAZ, GRAL. AV.",RIVADAVIA AV.,"PAZ, GRAL. AV. y RIVADAVIA AV.",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (93950.50587297 98883.37644525),93950.50587297,98883.37644525,-58.52927982,-34.63931752
2016-0081,2016-06-22,2016,6,22,Miercoles,07:42:00,7,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,40,Entre 41-60,,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,"LARRALDE, CRISOLOGO AV.",MACHAIN,"LARRALDE, CRISOLOGO AV. y MACHAIN",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97805.54034401 107789.89169078),97805.54034401,107789.89169078,-58.4872106,-34.55904606
2016-0082,2016-06-27,2016,6,27,Lunes,18:24:00,18,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,87,Más de 80,2016-07-05,AV LA PLATA 2384,AVENIDA,LA PLATA AV.,,LA PLATA AV. 2384,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (103719.51591058 98555.13443768),103719.51591058,98555.13443768,-58.42273092,-34.64228803
2016-0083,2016-06-28,2016,6,28,Martes,20:46:00,20,1,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,76,Entre 61-80,2016-06-29,AV JUAN B ALBERDI Y PUAN,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PUAN,"ALBERDI, JUAN BAUTISTA AV. y PUAN",Comuna 6,CABALLITO,Point (101413.41644585 100430.31523295),101413.41644585,100430.31523295,-58.44788671,-34.62539009
2016-0084,2016-06-29,2016,6,29,Miercoles,22:00:00,22,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,57,Entre 41-60,2016-07-08,CARLOS PELLEGRINI Y TUCUMAN,CALLE,"PELLEGRINI, CARLOS",TUCUMAN,"PELLEGRINI, CARLOS y TUCUMAN",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107539.54864414 103093.65031518),107539.54864414,103093.65031518,-58.38110563,-34.60135531
2016-0085,2016-06-29,2016,6,29,Miercoles,22:00:00,22,1,MOTO-MOVIL,SD,OTRO,MOTO,MASCULINO,0,Menos de 20,,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",EREZCANO,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (103621.92252760 96885.28433165),103621.9225276,96885.28433165,-58.42378834,-34.657341
2016-0086,2016-06-30,2016,6,30,Jueves,16:10:00,16,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75,Entre 61-80,2016-07-01,AV OLIVERA Y RAMON FALCON,AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (97801.31825511 99194.93911759),97801.31825511,99194.93911759,-58.48727942,-34.63652467
2016-0087,2016-07-02,2016,7,3,Sabado,00:10:00,0,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,23, Entre 21- 40,2016-07-03,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107762.62066736 100018.90176187),107762.62066736,100018.90176187,-58.37864583,-34.62907067
2016-0088,2016-07-11,2016,7,11,Lunes,15:30:00,15,1,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,70,Entre 61-80,2016-07-14,CERETTI Y NUÑEZ,CALLE,CERETTI,NU?EZ,CERETTI y NUÃ‘EZ,Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (96492.89040317 106832.19475660),96492.89040317,106832.1947566,-58.5015175,-34.56767549
2016-0089,2016-07-14,2016,7,14,Jueves,06:40:00,6,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35, Entre 21- 40,2016-07-14,AV LUGONES Y LA PAMPA,AUTOPISTA,"LUGONES, LEOPOLDO AV.",LA PAMPA,"LUGONES, LEOPOLDO AV. y LA PAMPA",Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (102842.06561704 108587.10659007),102842.06561704,108587.10659007,-58.43233425,-34.55185825
2016-0090,2016-07-14,2016,7,14,Jueves,22:00:00,22,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,60,Entre 61-80,2016-07-15,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO",RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",Comuna 5,ALMAGRO - BOEDO,Point (103997.04813615 102012.34139150),103997.04813615,102012.3413915,-58.41971993,-34.6111224
2016-0092,2016-07-15,2016,7,15,Viernes,11:00:00,11,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,24, Entre 21- 40,2016-07-15,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",Comuna 13,BELGRANO - COLEGIALES - NUÃ‘EZ,Point (99620.34936816 110483.29286598),99620.34936816,110483.29286598,-58.46743471,-34.53476874
2016-0093,2016-07-17,2016,7,17,Domingo,03:30:00,3,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,35, Entre 21- 40,2016-07-19,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","MITRE, EMILIO","ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",Comuna 6,CABALLITO,Point (101804.61714036 100693.45218194),101804.61714036,100693.45218194,-58.44362126,-34.62301748
2016-0095,2016-07-23,2016,7,23,Sabado,06:12:00,6,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,29, Entre 21- 40,2016-07-23,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,MOSCONI GENERAL AV.,MERCEDES y MOSCONI GENERAL AV.,Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (95061.77375682 103748.74085597),95061.77375682,103748.74085597,-58.51713095,-34.59546519
2016-0096,,,,,,,,0,,CONDUCTOR,,,MASCULINO,0,Menos de 20,,,,,,,,,,,,,
2016-0097,2016-07-26,2016,7,26,Martes,18:45:00,18,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80,Más de 80,2016-08-12,SOLIS Y MEXICO,CALLE,SOLIS,MEXICO,SOLIS y MEXICO,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (106687.13301820 101510.97040757),106687.1330182,101510.97040757,-58.39038605,-34.6156281
2016-0098,2016-07-27,2016,7,27,Miercoles,16:08:00,16,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,FEMENINO,43,Entre 41-60,,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,ALBERTI,SAN JUAN AV. y ALBERTI,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (105765.97394356 100631.47718024),105765.97394356,100631.47718024,-58.40042405,-34.62356174
2016-0099,2016-07-29,2016,7,29,Viernes,16:00:00,16,1,CARGAS-CARGAS,CONDUCTOR,CARGAS,CARGAS,MASCULINO,45,Entre 41-60,,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,MOSCONI GENERAL AV.,"PAZ, GRAL. AV.","MOSCONI GENERAL AV. y PAZ, GRAL. AV.",Comuna 11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Point (94486.28631712 103468.59928582),94486.28631712,103468.59928582,-58.52340614,-34.59798754
2016-0100,2016-08-03,2016,8,3,Miercoles,23:27:00,23,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,57,Entre 41-60,2016-08-03,AV GRAL PAZ  Y DONADO,GRAL PAZ,"PAZ, GRAL. AV.",DONADO,"PAZ, GRAL. AV. y DONADO",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97098.48468623 109019.96106626),97098.48468623,109019.96106626,-58.49491054,-34.54795581
2016-0101,2016-08-07,2016,8,7,Domingo,19:42:00,19,1,SD-SD,SD,SD,SD,MASCULINO,67,Entre 61-80,,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,"PAZ, GRAL. AV.","CHAVEZ, JORGE","PAZ, GRAL. AV. y CHAVEZ, JORGE",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (93946.81673714 97681.68907836),93946.81673714,97681.68907836,-58.52932872,-34.65014993
2016-0102,2016-08-10,2016,8,10,Miercoles,23:37:00,23,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,29, Entre 21- 40,,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.","SUAREZ, JOSE LEON","PERON, EVA AV. y SUAREZ, JOSE LEON",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (96625.80612216 95129.90776954),96625.80612216,95129.90776954,-58.50011639,-34.67316502
2016-0104,2016-08-14,2016,8,14,Domingo,21:15:00,21,1,MOTO-PASAJEROS,CONDUCTOR,PASAJEROS,MOTO,MASCULINO,21, Entre 21- 40,2016-08-15,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,SANTIAGO DE COMPOSTELA AV.,ZINNY y SANTIAGO DE COMPOSTELA AV.,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (99720.41444035 97007.69579491),99720.41444035,97007.69579491,-58.46635001,-34.65624369
2016-0105,2016-08-17,2016,8,17,Miercoles,00:05:00,0,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,19,Menos de 20,2016-08-26,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.",FRAGA,"LACROZE, FEDERICO AV. y FRAGA",Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (100905.28580812 104982.19279501),100905.28580812,104982.19279501,-58.45343236,-34.58435809
2016-0106,2016-08-19,2016,8,19,Viernes,21:02:00,21,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,38, Entre 21- 40,,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",DEL LIBERTADOR AV.,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107558.64146875 104433.48706482),107558.64146875,104433.48706482,-58.38090932,-34.58927731
2016-0107,2016-08-20,2016,8,20,Sabado,08:22:00,8,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,21, Entre 21- 40,,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (108408.31858686 97219.56218484),108408.31858686,97219.56218484,-58.37157668,-34.65429986
2016-0109,2016-08-24,2016,8,24,Miercoles,05:45:00,5,1,AUTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,AUTO,FEMENINO,53,Entre 41-60,2016-08-24,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (94544.31344300 99185.28796442),94544.313443,99185.28796442,-58.52280139,-34.63659934
2016-0110,2016-08-24,2016,8,24,Miercoles,20:21:00,20,1,PEATON-SD,PEATON,SD,PEATON,MASCULINO,57,Entre 41-60,,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (95506.35959227 96696.89655626),95506.35959227,96696.89655626,-58.51232237,-34.6590353
2016-0111,2016-08-25,2016,8,25,Jueves,09:30:00,9,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,27, Entre 21- 40,2016-08-25,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,LA PAMPA,LUGONES y LA PAMPA,Comuna 15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Point (98961.36262767 105838.76329094),98961.36262767,105838.76329094,-58.47461905,-34.57663634
2016-0112,2016-08-27,2016,8,27,Sabado,04:40:00,4,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,24, Entre 21- 40,2016-08-27,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107392.50226602 100712.59265582),107392.50226602,100712.59265582,-58.38268809,-34.62282019
2016-0113,2016-08-27,2016,8,27,Sabado,16:45:00,16,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60,Entre 61-80,,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (96998.81124177 98183.20743664),96998.81124177,98183.20743664,-58.49603546,-34.64564271
2016-0114,2016-08-31,2016,8,31,Miercoles,11:20:00,11,1,BICICLETA-CARGAS,CICLISTA,CARGAS,BICICLETA,FEMENINO,55,Entre 41-60,2016-08-31,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",,"SALGUERO, JERONIMO 1410",Comuna 14,PALERMO,Point (104111.05146856 103917.57944765),104111.05146856,103917.57944765,-58.41848605,-34.59394733
2016-0115,2016-09-02,2016,9,2,Viernes,11:50:00,11,1,SD-CARGAS,SD,CARGAS,SD,MASCULINO,0,Menos de 20,,ARIAS Y TRONADOR,CALLE,ARIAS,TRONADOR,ARIAS y TRONADOR,Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (97608.87024259 108884.67029908),97608.87024259,108884.67029908,-58.48935041,-34.54917673
2016-0116,2016-09-02,2016,9,2,Viernes,20:20:00,20,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,30, Entre 21- 40,2016-09-02,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (101721.59002217 93844.25656649),101721.59002217,93844.25656649,-58.44451316,-34.68475866
2016-0117,2016-09-03,2016,9,3,Sabado,15:30:00,15,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,43,Entre 41-60,,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,TAGLE,DEL LIBERTADOR AV. y TAGLE,Comuna 14,PALERMO,Point (105865.95849347 105162.71037105),105865.95849347,105162.71037105,-58.39936478,-34.58271474
2016-0118,2016-09-04,2016,9,4,Domingo,03:30:00,3,1,AUTO-AUTO,CONDUCTOR,AUTO,AUTO,MASCULINO,27, Entre 21- 40,2016-09-04,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107696.68171812 100254.76268710),107696.68171812,100254.7626871,-58.37936704,-34.62694503
2016-0119,2016-09-04,2016,9,4,Domingo,06:40:00,6,1,SD-SD,PASAJERO_ACOMPAÑANTE,SD,SD,FEMENINO,0,Menos de 20,,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",Comuna 12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Point (96944.69676081 107291.52292157),96944.69676081,107291.52292157,-58.49659234,-34.56353635
2016-0122,2016-09-13,2016,9,13,Martes,07:10:00,7,1,BICICLETA-PASAJEROS,CICLISTA,PASAJEROS,BICICLETA,MASCULINO,49,Entre 41-60,2016-09-13,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 4233",Comuna 9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Point (99150.75069529 97484.46650280),99150.75069529,97484.4665028,-58.47256391,-34.65194557
2016-0123,2016-09-14,2016,9,14,Miercoles,09:00:00,9,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,FEMENINO,58,Entre 41-60,,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,"BONORINO, ESTEBAN, CNEL. AV.","ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",Comuna 7,FLORES - PARQUE CHACABUCO,Point (101099.34592952 98750.07827754),101099.34592952,98750.07827754,-58.45130953,-34.64053676
2016-0124,2016-09-16,2016,9,16,Viernes,15:24:00,15,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,67,Entre 61-80,,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,RIVERA INDARTE AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,Comuna 7,FLORES - PARQUE CHACABUCO,Point (100053.89791316 100046.73776995),100053.89791316,100046.73776995,-58.46271207,-34.62884871
2016-0125,2016-09-17,2016,9,17,Sabado,12:14:00,12,1,MOTO-MOTO,CONDUCTOR,MOTO,MOTO,MASCULINO,30, Entre 21- 40,,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,"ALBERDI, JUAN BAUTISTA AV.","AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (97532.91184699 98538.89061454),97532.91184699,98538.89061454,-58.49020869,-34.64243791
2016-0126,2016-09-18,2016,9,18,Domingo,22:45:00,22,2,AUTO-CARGAS,CONDUCTOR,CARGAS,AUTO,MASCULINO,37, Entre 21- 40,,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,TINOGASTA,IRIGOYEN y TINOGASTA,Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (94275.54271123 100886.87954649),94275.54271123,100886.87954649,-58.52572109,-34.62125906
2016-0126,2016-09-18,2016,9,18,Domingo,22:45:00,22,2,AUTO-CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,AUTO,MASCULINO,60,Entre 61-80,,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,TINOGASTA,IRIGOYEN y TINOGASTA,Comuna 10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Point (94275.54271123 100886.87954649),94275.54271123,100886.87954649,-58.52572109,-34.62125906
2016-0127,2016-09-24,2016,9,24,Sabado,10:25:00,10,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50,Entre 41-60,,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO","ROCA, CNEL. AV.","ACOSTA, MARIANO y ROCA, CNEL. AV.",Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (102048.72946345 95839.63478990),102048.72946345,95839.6347899,-58.44094791,-34.66677111
2016-0128,2016-10-02,2016,10,2,Domingo,11:30:00,11,1,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,81,Más de 80,2016-10-02,CASTRO Y AV PAVON,AVENIDA,CASTRO,PAVON AV.,CASTRO y PAVON AV.,Comuna 5,ALMAGRO - BOEDO,Point (104049.28528337 99858.37522846),104049.28528337,99858.37522846,-58.41914024,-34.6305389
2016-0130,2016-10-04,2016,10,4,Martes,12:30:00,12,1,MOTO-CARGAS,CONDUCTOR,CARGAS,MOTO,MASCULINO,29, Entre 21- 40,2016-10-04,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,Comuna 1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Point (107720.24059557 100176.85101454),107720.24059557,100176.85101454,-58.37910942,-34.62764717
2016-0131,2016-10-09,2016,10,9,Domingo,19:13:00,19,1,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35, Entre 21- 40,,MIRAVE 3500,CALLE,MIRAVE,,MIRAVE 3500,Comuna 4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Point (105921.45515383 98209.53178328),105921.45515383,98209.53178328,-58.39871183,-34.64539318
2016-0132,2016-10-10,2016,10,10,Lunes,02:30:00,2,1,AUTO-PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,AUTO,MASCULINO,30, Entre 21- 40,2016-10-10,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,24 DE NOVIEMBRE,SAN JUAN AV. y 24 DE NOVIEMBRE,Comuna 3,BALVANERA - SAN CRISTOBAL,Point (104853.84131654 100497.93573387),104853.84131654,100497.93573387,-58.41036975,-34.62477021
2016-0133,2016-10-14,2016,10,14,Viernes,00:05:00,0,1,MOTO-AUTO,CONDUCTOR,AUTO,MOTO,MASCULINO,41,Entre 41-60,2016-10-25,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,SANCHEZ DE BUSTAMANTE,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,Comuna 14,PALERMO,Point (105619.82089682 105083.85914124),105619.82089682,105083.85914124,-58.40204698,-34.5834269
2016-0134,2016-10-23,2016,10,23,Domingo,05:00:00,5,1,MOTO-OBJETO FIJO,CONDUCTOR,OBJETO FIJO,MOTO,MASCULINO,25, Entre 21- 40,2016-10-23,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,2 DE ABRIL DE 1982,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,Comuna 8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Point (97612.37609226 94761.81268260),97612.37609226,94761.8126826,-58.48935287,-34.67648597
2016-0135,2016-10-24,2016,10,24,Lunes,05:00:00,5,1,PEATON-SD,PEATON,SD,PEATON,MASCULINO,29, Entre 21- 40,2016-10-25,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","PINEDO, INT.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",Comuna 14,PALERMO,Point (103734.76257993 107235.78328415),103734.76257993,107235.78328415,-58.42260225,-34.56403694
2016-0136,,,,,,,,0,,CONDUCTOR,,,SD,0,Menos de 20,,,,,,,,,,,,,
